Sales-RepName,In-Sales,Exp-Out-Commission
Adolph Trusty,1979,197.9
Ruperta Columbine,1413,141.3
Dorothea Piatto,1192,119.2
Aldridge Shapera,1421,142.1
Agnola Riolfi,597,59.7
Dietrich Dunan,950,95
Homerus Jaxon,1417,141.7
Kassie Cherry,1646,164.6
Doug Menicomb,1436,143.6
Debby Fearneley,741,74.1
Tracy Lochet,1437,143.7
Tawnya Winsley,848,84.8
Micheline Setchfield,469,46.9
Cross Beardmore,936,93.6
Tandi Denison,1670,167
Marty Bulmer,369,36.9
Roderic Wookey,1315,131.5
Damiano Tune,712,71.2
Lidia Ledgeway,1416,141.6
Lonny Alywen,200,20
Cordie Stansby,1224,122.4
Graehme Laurent,1554,155.4
Eloise Bayless,550,55
Sheree Hachard,631,63.1
Rhianon Loudwell,108,10.8
Zabrina Tibbles,141,14.1
Carly Connock,1811,181.1
Raye Getsham,1444,144.4
Sheelagh Hulle,1780,178
Electra Natalie,500,50
Harriot Le Brom,1488,148.8
Cal Ferrucci,501,50.1
Franny Petrolli,1382,138.2
Baxie Bransgrove,1158,115.8
Gun Langmuir,1850,185
Eal Wadhams,448,44.8
Gipsy Rabbage,1080,108
Franny Byne,547,54.7
Valentijn Silburn,725,72.5
Sadie Rabier,1502,150.2
Eleonore Deporte,1166,116.6
Ricki Baldinotti,798,79.8
Marietta Rosentholer,1280,128
Addison Farbrother,1357,135.7
Anthea Ramey,1716,171.6
Jolynn MacSkeagan,318,31.8
Sibylle Maevela,932,93.2
Frants Probey,1772,177.2
Freemon Saunter,1396,139.6
Curcio Matejka,1143,114.3
Judie Batchelor,1811,181.1
Jock Pappi,1624,162.4
Waite Bodocs,459,45.9
Zebadiah Parkin,205,20.5
Clemmie Yann,609,60.9
Les Cosby,1006,100.6
Jaimie Matusovsky,1193,119.3
Broddie Verillo,691,69.1
Gunther Tylor,1916,191.6
Callie Buff,1352,135.2
Janifer Troyes,182,18.2
Vivian Hurdidge,309,30.9
Seymour Peoples,1219,121.9
Marshal Burborough,370,37
Michal Sikorsky,713,71.3
Amalie Profit,331,33.1
Con Mallindine,538,53.8
Reinhold Doran,1419,141.9
Dukey Alcock,1041,104.1
Ardyce Westwater,588,58.8
Cathryn Adds,1004,100.4
Riccardo Devenish,947,94.7
Wilburt Volleth,1668,166.8
Pembroke Amiss,1799,179.9
Bill Bithany,935,93.5
Barbara Teodori,1534,153.4
Lorelle Le Grove,1713,171.3
Marleen Amburgy,442,44.2
Conrade Speer,709,70.9
Cedric Parsall,1411,141.1
Sharia Batters,1741,174.1
Rocky Plett,1851,185.1
Oralie Grinyer,1989,198.9
Tynan Baudain,1036,103.6
Jemimah Jansema,597,59.7
Sky Burgoyne,115,11.5
Arnaldo Webborn,1490,149
Maxim Marian,1798,179.8
Heindrick Oris,1596,159.6
Rouvin Chable,999,99.9
Eugen Hickeringill,868,86.8
Galven Ashbe,1120,112
Beret Quimby,1737,173.7
Consuelo Fetherston,730,73
Mortimer Spearett,1851,185.1
Rutherford Doulden,246,24.6
Thorstein Robatham,1970,197
Ronna Coyle,1604,160.4
Parke MacConnulty,1580,158
Faina Andric,346,34.6
Sapphire Rafe,372,37.2
Sapphire Dmitrievski,380,38
Iggy Asplen,1408,140.8
Erik O'Lagen,1080,108
Colman Kennally,363,36.3
Beryl Coskerry,1212,121.2
Hatty Puden,589,58.9
Artemis Rapi,1457,145.7
Dagmar Waterhouse,1670,167
Richmond Cruess,1981,198.1
Frederigo Natwick,1811,181.1
Katrinka Lettson,1336,133.6
Claudette Potteril,1148,114.8
Nikita Lorrimer,163,16.3
Marlin Jeayes,676,67.6
Rey Trewett,1608,160.8
Ansley Jandera,442,44.2
Lauren Siseland,1208,120.8
Kristi Wiggins,666,66.6
Florella Yacob,1605,160.5
Wandie Werny,1407,140.7
Alexi Pierton,1275,127.5
Claudina Alison,1294,129.4
Juliane Stadding,372,37.2
Elora Huggin,1746,174.6
Isiahi Coggin,1813,181.3
Matelda Dutton,1993,199.3
Tom Bagniuk,392,39.2
Terencio Roofe,1604,160.4
Geno Broster,1316,131.6
Olga Bartles,119,11.9
Ty Hartup,1013,101.3
Karoly Henriquet,1109,110.9
Brewster Kolodziejski,1710,171
Devland Franceschino,1046,104.6
Scarlet Dumbreck,486,48.6
Merola O'Shevlan,1342,134.2
Lolly Crossby,1843,184.3
Bernete Deyenhardt,1002,100.2
Devlen Chrisp,1871,187.1
Vasili Pither,1470,147
Bartholomeo Parades,630,63
Clyde Spancock,1880,188
Titus Hulburt,583,58.3
Barnabas De Bellis,359,35.9
Crissie Givens,294,29.4
Lukas Cunnington,525,52.5
Jennilee Aldhous,298,29.8
Lucienne Ketch,1546,154.6
Giulio Toler,611,61.1
Adamo Birdsey,303,30.3
Tallie McGrill,422,42.2
Tiertza Hallybone,1152,115.2
Cris Bennen,647,64.7
Aviva Matteris,394,39.4
Fonsie Quinby,295,29.5
Hall O'Crevan,1534,153.4
Tish Sherrett,350,35
Chastity Rawson,808,80.8
Darill Harber,1160,116
Petr Small,1881,188.1
Myer Treat,837,83.7
Woodman Jachimak,1565,156.5
Kattie Holdron,1179,117.9
Ignacio Glandfield,363,36.3
Bucky Kwiek,722,72.2
Ripley Lenden,971,97.1
Gayel Pitbladdo,1003,100.3
Robinson Esch,1859,185.9
Normand Richarz,143,14.3
Goldy Chasemoore,434,43.4
Bessy Lipscombe,1034,103.4
Ashli Postgate,316,31.6
Blanche Smalecombe,240,24
Dyan Ramage,132,13.2
Merle Blune,1564,156.4
Elvyn Roycroft,726,72.6
Clerc Cowderoy,110,11
Drusy Sweetmore,172,17.2
Kanya Brewerton,1450,145
Marlon Pendrey,902,90.2
Cully Amorine,480,48
Kate Boyington,1087,108.7
Cointon Enns,1749,174.9
Jakob Tschirasche,551,55.1
Sukey Goricke,1322,132.2
Jonell O'Grogane,1658,165.8
Dario Giacopetti,385,38.5
Rickie Yarnley,1764,176.4
Ellynn Faust,592,59.2
Minnie Wallsam,556,55.6
Marius Goodfield,1385,138.5
Arlen Janku,1999,199.9
Saree Durtnall,264,26.4
Aeriel Geldart,714,71.4
Claire Uppett,1229,122.9
Noel Jarritt,833,83.3
Beryle Dacca,277,27.7
Patti Chessel,437,43.7
Diane-marie Attard,1883,188.3
Diane Kittoe,939,93.9
Cosette Leveritt,942,94.2
Jeanelle Meth,104,10.4
Rowen Linay,1579,157.9
Arlyn Machent,798,79.8
Walsh Davinet,1783,178.3
Pamella Witherbed,225,22.5
Jewelle Makiver,1297,129.7
Hank Taffee,751,75.1
Tedie Shasnan,1556,155.6
Nikki Lympany,123,12.3
Corenda Cominotti,390,39
Randee Jurkowski,444,44.4
Pier Wooster,824,82.4
Perrine Agastina,981,98.1
Dorey Jobern,1208,120.8
Jarrad Steptoe,1577,157.7
Tibold Matous,1384,138.4
Obadias Barrass,729,72.9
Fiorenze Sparshatt,1723,172.3
Caryn Del Castello,1695,169.5
Joellen Awdry,917,91.7
Maisey Gleave,130,13
Vanya Southerell,1375,137.5
Wilmar Foley,772,77.2
Nicholas Muckley,1190,119
Ilse Foskett,1548,154.8
Celesta MacCahey,1965,196.5
Kai Ryder,475,47.5
Early Ayre,799,79.9
Seamus McInnery,1831,183.1
Clerkclaude Delucia,1527,152.7
Concordia Lytle,632,63.2
Dominic Ugolotti,1208,120.8
Brana Dosedale,1709,170.9
Petr O'Shee,1737,173.7
Cherie Wareing,1345,134.5
Colene Carpe,1862,186.2
Jenica Cornfield,1569,156.9
Henryetta Beazey,548,54.8
Domini Isaaksohn,806,80.6
Aguistin Sondland,1570,157
Lodovico Lodovichi,1557,155.7
Bethany Lilly,435,43.5
Griffith Rubinsztein,673,67.3
Gweneth Starbuck,1923,192.3
Nelie Bach,569,56.9
Cody Footer,778,77.8
Felecia Tremethack,1763,176.3
Kizzie Greig,135,13.5
Ines Crimpe,1201,120.1
Marybelle Alps,1374,137.4
Decca Boarleyson,469,46.9
Ogden Finessy,1818,181.8
Alison Levane,792,79.2
Ronnie Tutton,1119,111.9
Florri Elgy,270,27
Braden Skahill,192,19.2
Agnesse Guirau,587,58.7
Kenn Schooley,908,90.8
Amelie Dow,354,35.4
Faina Beckitt,221,22.1
Joella Collopy,1259,125.9
Willy Jarret,574,57.4
Benedetta Etheredge,1125,112.5
Jefferson Collocott,994,99.4
Nessi Bierman,208,20.8
Randal Tompkins,1938,193.8
Evey Shuker,1294,129.4
Idelle Everley,937,93.7
Erna Kezar,1676,167.6
Den Spurrier,1226,122.6
Bette-ann Atkins,1519,151.9
Valdemar Doig,1883,188.3
Keane Gery,1145,114.5
Vonny Martugin,1560,156
Anett Bocke,434,43.4
Lindy Laidler,1817,181.7
Sean McKmurrie,783,78.3
Denys Tozer,486,48.6
Karlan Saill,1895,189.5
Haroun Guitt,1352,135.2
Barnett Hartrick,1009,100.9
Giffie Wimbury,1537,153.7
Austin McKeney,1086,108.6
Kettie Ilyin,1981,198.1
Nevin Necrews,1585,158.5
Marika Fost,1882,188.2
Cleavland Thody,1288,128.8
Olympe Yarn,197,19.7
Court Cadore,609,60.9
Pancho Nono,1819,181.9
Clim M'Quharg,1717,171.7
Malissa Thomasset,526,52.6
Guinna Stopforth,244,24.4
Kellen Ritchings,893,89.3
Gerty Cowen,1502,150.2
Emlen Pennycock,551,55.1
Sherri Baldocci,851,85.1
Kahaleel Fronsek,1849,184.9
Dorice Robker,450,45
Thedrick Lighten,145,14.5
Easter Dalgarno,1822,182.2
Lem McManamen,793,79.3
Donaugh Howsan,136,13.6
Yard Palmby,335,33.5
Sancho Ilymanov,1818,181.8
Wang Waplington,672,67.2
Alyss Theuss,616,61.6
Annabela Emblen,1648,164.8
Asher Le Friec,1832,183.2
Tybie Bonallack,1787,178.7
Moishe Sandeson,1300,130
Sayre Formilli,1600,160
Randi Le Marquis,1417,141.7
Milicent Leopold,1575,157.5
Dori Jiggen,276,27.6
Pinchas Titcumb,1919,191.9
Minda Jordison,1003,100.3
Sibby Morratt,216,21.6
Doe Rumbold,987,98.7
Marney Bankhurst,890,89
Sigismundo Freed,1678,167.8
Ame Drinkwater,868,86.8
Tod Ephgrave,153,15.3
Katharina Odhams,1031,103.1
Massimiliano Preshaw,843,84.3
Meris Clements,1168,116.8
Tilly Khristyukhin,158,15.8
Flin Murdy,1785,178.5
Asa Bester,723,72.3
Leyla Aldersley,681,68.1
Ynez Thews,1776,177.6
Claus Skeldinge,120,12
Alla Di Ruggiero,312,31.2
Ami Bourgeois,416,41.6
Oriana Cobb,309,30.9
Willie Morillas,286,28.6
Avram Lorrimer,538,53.8
Konrad Cholomin,1710,171
Olivero Karys,1483,148.3
Claiborne Dymock,1601,160.1
Gris Searl,1383,138.3
Cyrus Goldfinch,188,18.8
Corrie Forestall,1713,171.3
Bernita Qualtro,580,58
Leshia MacAulay,1818,181.8
Bertrando Holttom,14653,1212.24
Liliane Berrisford,17018,1401.44
Elora Extall,16338,1347.04
Barn Jenk,15738,1299.04
Jessee Mumberson,14521,1201.68
Birk Hewins,12233,1018.64
Alexandra Cicero,17667,1453.36
Malissia Wollaston,17549,1443.92
Tallia Eger,12295,1023.6
Juieta Lovegrove,11765,981.2
Halsey Menlow,11487,958.96
Cecilla Grayland,16854,1388.32
Millie Willment,12922,1073.76
Sande Van der Mark,14615,1209.2
Tommi Handrahan,19738,1619.04
Jacquelin Savine,15385,1270.8
Von Bortolini,18040,1483.2
Shana Mettricke,15888,1311.04
Frederik Mold,13209,1096.72
Bartlett Abbison,13376,1110.08
Roseanna Stanett,14572,1205.76
Marnie Mattacks,18109,1488.72
Yulma Itzig,16929,1394.32
Olimpia De Mars,12900,1072
Jonah Sandle,10314,865.12
Daisi Fillingham,11928,994.24
Teresina Iczokvitz,17710,1456.8
Vina Devonport,16160,1332.8
Dylan Bunten,17032,1402.56
Arlyne Stanworth,15485,1278.8
Kevyn Heisler,15886,1310.88
Maurise Ropcke,11342,947.36
Antonius Warhurst,15236,1258.88
Milli Urpeth,17650,1452
Tiffani Maddrah,10723,897.84
Netta Burner,16694,1375.52
Christean Softley,10217,857.36
Amii Seaman,16555,1364.4
Koressa Bortolozzi,10079,846.32
Shalna Dundredge,18584,1526.72
Obadiah Lindenman,16392,1351.36
Goddart Cordero,18975,1558
Herb Farren,13482,1118.56
Krispin Petkovic,15596,1287.68
Clea Gronow,17785,1462.8
Koralle Dee,15502,1280.16
Avril Wiffen,12461,1036.88
Leland Milksop,14008,1160.64
Cortie Noell,11290,943.2
Dorothy McMillam,16662,1372.96
Lorelei Lanceter,19680,1614.4
Idell Yakuntzov,17517,1441.36
Cecelia Fallawe,11969,997.52
Lyn Domenici,13421,1113.68
Iago Pigden,11726,978.08
Kristopher Jickles,10899,911.92
Talia Gumbley,11787,982.96
Guilbert Heak,14493,1199.44
Casey Longhirst,11399,951.92
Hobie Cleiment,14524,1201.92
Renie Winscum,11018,921.44
Doll Alger,12986,1078.88
Marlena MacNally,10362,868.96
Donny Van den Velden,16799,1383.92
Gennie Ungaretti,12622,1049.76
Demott MacGilrewy,14268,1181.44
Yvonne Lynagh,15538,1283.04
Rem Flaherty,17555,1444.4
Chlo Dow,12910,1072.8
Tony Reburn,12202,1016.16
Pollyanna Busst,16243,1339.44
Cynthea Cristofolo,14230,1178.4
Silva Lawlie,12974,1077.92
Viv Kedward,10261,860.88
Pete Kaplin,17430,1434.4
Auroora Danilov,17411,1432.88
Rowland Blasius,19665,1613.2
Paule Josefovic,14347,1187.76
Irina Hughs,12211,1016.88
Zebedee Luxford,10519,881.52
Georgy Fairholme,18874,1549.92
Vidovik Gyngyll,11758,980.64
Gerry Hutchens,11268,941.44
Odetta Creed,17885,1470.8
Northrup Spering,14213,1177.04
Niki Caines,18827,1546.16
Hatti Scargle,13634,1130.72
Luella Meron,15700,1296
Brok Audibert,15614,1289.12
Bessie Reedick,19119,1569.52
Valenka Saur,15594,1287.52
Liuka Jakobsson,12158,1012.64
Gaven Down,10751,900.08
Roxie Nurny,13329,1106.32
Dillon Garley,10267,861.36
Colline Deevey,15576,1286.08
Silvanus Ditty,13516,1121.28
Christoforo Walesa,17557,1444.56
Ethelin Krienke,18467,1517.36
Bradley Bollam,14377,1190.16
Thatcher Somerton,10694,895.52
Ted Jansik,14852,1228.16
Alvie Fassan,17325,1426
Devonna Smullen,19752,1620.16
Maximilien Drewery,10117,849.36
Rodrique Langthorn,12057,1004.56
Haley Tomaskunas,18378,1510.24
Iormina Scrivener,18208,1496.64
Basil Hemms,16958,1396.64
Gilbertina Gingel,18189,1495.12
Rheba Boyall,18433,1514.64
Saundra Fynan,12828,1066.24
Gardiner Beesey,11963,997.04
Gardiner Smeeth,17412,1432.96
Leupold Jensen,16958,1396.64
Binnie Darlaston,18838,1547.04
Edan Baynton,15042,1243.36
Bettye Bootell,15878,1310.24
Wendell Cary,15061,1244.88
Felicity Hirche,13467,1117.36
Damaris Glassard,12069,1005.52
Hally Wrought,16517,1361.36
Krista Kolin,17339,1427.12
Sansone Bilbery,13325,1106
Micki Kennaway,16900,1392
Westleigh Hassent,18946,1555.68
Cecily Alleyne,15158,1252.64
Dulci McPaik,17753,1460.24
Gusta Itzcovich,13800,1144
Wilhelmina Sterley,13455,1116.4
Elberta Cordeux,16573,1365.84
Andrea Dows,11241,939.28
Melania Condy,19570,1605.6
Kerrill Straine,17993,1479.44
Reynolds Wandrey,19175,1574
Karalynn Darthe,12728,1058.24
Lowe Giovanardi,13601,1128.08
Nita Wookey,11143,931.44
Carly Payle,12036,1002.88
Anstice Blundin,18906,1552.48
Elianora Jedrzejewsky,19262,1580.96
Rocky Sanday,14572,1205.76
Leoine Gouldie,14074,1165.92
Nicolea Culvey,15934,1314.72
Tedie Brooking,12640,1051.2
Corina Salisbury,10428,874.24
Perri Karchowski,10237,858.96
Dexter Wesson,19496,1599.68
Mortie Redd,17960,1476.8
Inness Stailey,12148,1011.84
Micah Wickling,14165,1173.2
Claudio Bennallck,18001,1480.08
Gerry Moulster,17939,1475.12
Percy Collard,14614,1209.12
Tate Merrydew,16713,1377.04
Ermengarde Bleakley,11445,955.6
Mile Gabitis,10711,896.88
Hali Larver,17288,1423.04
Rubia Grinham,10898,911.84
Lester Trethewey,19226,1578.08
Kirstyn Cometson,17898,1471.84
Katharina Attyeo,13763,1141.04
Jewelle Webland,12500,1040
Massimo Gloy,13806,1144.48
Jeannette Baylay,11964,997.12
Alane Dudding,13554,1124.32
Spence Sumsion,12547,1043.76
Reggie Likly,17334,1426.72
Ofilia Clissett,17047,1403.76
Dirk Winkless,15520,1281.6
Lynnet Gratrex,12238,1019.04
Ardyce Winterflood,19612,1608.96
Jaime Bouller,12281,1022.48
Marcelo Leale,18524,1521.92
Callie Westoff,18973,1557.84
Cecilla Trevascus,14053,1164.24
Ronda Dey,13181,1094.48
Tris Gillmore,18147,1491.76
Cyndie Althrope,19159,1572.72
Briny By,15109,1248.72
Rheba Aleksankov,15440,1275.2
Nickey Daykin,14464,1197.12
Rois Mapstone,10318,865.44
Eli Leal,14047,1163.76
Ari Taphouse,17322,1425.76
Ermentrude Crawshay,19817,1625.36
Iorgo Dyott,10283,862.64
Rosabella Dimitresco,19738,1619.04
Eran Garn,17962,1476.96
Rosalyn Jowle,13942,1155.36
Troy Kynan,18225,1498
Cassandra Blewmen,16737,1378.96
Ambros Plascott,18189,1495.12
Celie O'Sheilds,17136,1410.88
Ive Randall,17890,1471.2
Sallie Jamison,17575,1446
Weylin Dilworth,16740,1379.2
Almire Urrey,14797,1223.76
Jermain Giovannelli,19012,1560.96
Butch Gremain,11829,986.32
Garek Pine,19470,1597.6
Chandler Palphramand,14538,1203.04
Florence Lancley,10907,912.56
Camey Molyneaux,17074,1405.92
Donnell Hails,10637,890.96
Heath Colledge,10158,852.64
Elias Killford,16423,1353.84
Bennie Gough,11342,947.36
Julia Cristea,18322,1505.76
Fredia De Beauchemp,14730,1218.4
Adrea Carlick,16804,1384.32
Carlota Wreath,12184,1014.72
Regine Firman,14544,1203.52
Massimiliano Meredyth,16336,1346.88
Maximilian McClenaghan,19447,1595.76
Dulcine Thaxter,13369,1109.52
Leicester Laroze,14615,1209.2
Kerry Pickworth,13731,1138.48
Aylmar Agott,19247,1579.76
Willis Tidey,19322,1585.76
Ive Radcliffe,11753,980.24
Vittorio Carlet,10460,876.8
Archaimbaud Sheal,15457,1276.56
Janelle Ramshay,14864,1229.12
Randal Ruhben,19772,1621.76
Gail Shafe,11729,978.32
Eberhard Weblin,15003,1240.24
Salaidh Cruwys,19008,1560.64
Niccolo Trevaskis,17757,1460.56
Quincy Gerriessen,17741,1459.28
Rudolfo Ruppel,17322,1425.76
Ferdie Dundridge,13441,1115.28
Brandtr Whitcomb,12416,1033.28
Trip Snowden,10600,888
Pippy Barbery,15384,1270.72
Edmon Whiskerd,11838,987.04
Heriberto Paff,12690,1055.2
Ollie Verdey,14145,1171.6
Heinrick Sherrington,17811,1464.88
Elizabeth McDougald,18128,1490.24
Mayor Blanning,18188,1495.04
Eugenia Zolini,11880,990.4
Brady Stening,10604,888.32
Randell Cantillion,19941,1635.28
Brittaney Brooking,11836,986.88
Chrystel McLellan,12852,1068.16
Ricardo McCullagh,18830,1546.4
Dari Edy,15744,1299.52
Thaddeus Morewood,13338,1107.04
Ellwood Ludy,19641,1611.28
Rosy Eagleton,11730,978.4
Graig Pickavance,12002,1000.16
Henryetta Palfreeman,17248,1419.84
Maynord Battabee,15366,1269.28
Alena Lammert,14967,1237.36
Matthiew Alecock,16514,1361.12
Lucky Cafe,10296,863.68
Douglas Snoddon,11263,941.04
Justinn Shillingford,11320,945.6
Connie Alessandrelli,17613,1449.04
Kimble Helder,17562,1444.96
Danielle Jersh,19181,1574.48
Jaymie Larchier,17884,1470.72
Stephan Tarquini,15144,1251.52
Ciro Reis,17348,1427.84
Bradan Gregori,15826,1306.08
Vladamir Posselow,14112,1168.96
Skyler Mayworth,13514,1121.12
Jeddy Garr,10848,907.84
Andros Sweetnam,16548,1363.84
Weidar Dodle,12952,1076.16
York Linney,12997,1079.76
Noby Welbelove,12527,1042.16
Gwenore Bousquet,13419,1113.52
Izzy Candwell,16215,1337.2
Stephen Kedward,13519,1121.52
Muriel Gillings,11016,921.28
Miran Avarne,14982,1238.56
Antone Heffernon,19502,1600.16
Shea Christescu,12926,1074.08
Anne-corinne Semkins,19554,1604.32
Lloyd Blockley,14925,1234
Shandeigh McJarrow,17870,1469.6
Nerty Dudgeon,13764,1141.12
Elsie Keneleyside,14055,1164.4
Flory Perrycost,10331,866.48
Carroll Yosevitz,19633,1610.64
Dorry Ielden,17931,1474.48
Giorgia Folliss,12799,1063.92
Benoit Gilardengo,10951,916.08
Melly Kobisch,18073,1485.84
Cathi Arthan,15773,1301.84
Margaret Kenafaque,16551,1364.08
Gaston Polendine,10700,896
Gladys Muckart,14288,1183.04
Betti Stevenson,17336,1426.88
Shawn Paddie,19893,1631.44
Corri Dootson,12034,1002.72
Saidee Siebert,12820,1065.6
Valentino Plaunch,18718,1537.44
Arny Grisewood,19359,1588.72
Elka Girdwood,18167,1493.36
Carolus Shakle,12248,1019.84
Al Cordero,10275,862
Brenden Rany,10746,899.68
Marijo Rutherforth,12725,1058
Isac Secretan,10173,853.84
Alisun Edmonstone,14886,1230.88
Ellie Enever,13137,1090.96
Hy Abrahmson,18873,1549.84
Felita Breadmore,14969,1237.52
Ernst Mulchrone,15956,1316.48
Vikky Dashwood,14515,1201.2
Hewett Mayne,10970,917.6
Lilla Sargant,17699,1455.92
Ines Chippindale,13407,1112.56
Olivier Chesson,12953,1076.24
Brinna Asche,12690,1055.2
Meier Winchcum,18103,1488.24
Brandyn Posnett,15982,1318.56
Toinette Cheers,18983,1558.64
Cristina Greeno,10810,904.8
Giralda MacQuarrie,12978,1078.24
Charisse Whittleton,10885,910.8
Fletch Wallege,19373,1589.84
Israel Bevir,14172,1173.76
Nefen Redhole,10922,913.76
Vilma McSwan,19067,1565.36
Bronny Sille,18537,1522.96
Talya Cartmael,16532,1362.56
Gaby De Ath,10252,860.16
Anjela Fipp,18536,1522.88
Benedetta Hucker,16278,1342.24
Korry Matushevitz,14760,1220.8
Alena Bearns,17646,1451.68
Lorette Lowless,11212,936.96
Sile Baumford,13104,1088.32
Laughton Haysey,13782,1142.56
Phineas Anyene,14136,1170.88
Jose Gritsunov,10701,896.08
Anita Baughan,15584,1286.72
Jacquenetta Tommaseo,11132,930.56
Farleigh Labrone,15856,1308.48
Jemie Blazevic,15113,1249.04
Reuben Shingfield,11667,973.36
Karlen McCrohon,10049,843.92
Kakalina McFaul,11847,987.76
Guenevere Piperley,11177,934.16
Sayres Whyberd,10393,871.44
Lucita Vaulkhard,11057,924.56
Craggy Padbury,14613,1209.04
Florina Keetch,10727,898.16
Lurette Crann,14163,1173.04
Briggs Batalini,10259,860.72
Avril Keunemann,19022,1561.76
Ollie Knoller,10139,851.12
Dorothea Ollerearnshaw,12861,1068.88
Kit Hamal,13809,1144.72
Izabel Trudgeon,10229,858.32
Abbi Fairburne,19310,1584.8
Kelly Kneeland,14478,1198.24
Artie Bogart,16430,1354.4
Lexine Druery,13884,1150.72
Leontine Anney,16823,1385.84
Martynne Hadley,11916,993.28
Romonda Oene,12812,1064.96
Bella Annetts,17878,1470.24
Katrine Davidai,12706,1056.48
Eva Rothchild,13043,1083.44
Flore Gouldie,14112,1168.96
Gill Nollet,13560,1124.8
Cosmo Davioud,11284,942.72
Marline Raynham,17501,1440.08
Neile Heaven,12535,1042.8
Norry Leport,11989,999.12
Joline Fitch,12657,1052.56
Curt Oakland,10659,892.72
Jesselyn Everley,16980,1398.4
Benjie Cawthra,15483,1278.64
Lief Guilayn,12220,1017.6
Thor Blumer,13685,1134.8
Alex Beton,19355,1588.4
Spike McLleese,18950,1556
Inesita Trenouth,11354,948.32
Port Bickersteth,18217,1497.36
Gilburt Francesco,14542,1203.36
Purcell Norvel,11674,973.92
Dorise Mackison,15884,1310.72
Martelle Suero,17943,1475.44
Gerri Steventon,14003,1160.24
Siana Revans,12055,1004.4
Des Durrance,12862,1068.96
Jenda Crebbin,14228,1178.24
Odette Walmsley,10193,855.44
Hamish Stennard,16754,1380.32
Garvin Larman,19571,1605.68
Fraze Packer,19609,1608.72
Ricardo Scad,15084,1246.72
Lester O' Markey,15417,1273.36
Loraine Belison,10282,862.56
Averell Doulden,17421,1433.68
Aloysius Sicely,15828,1306.24
Mellisa Taverner,14485,1198.8
Paule Kopfer,19833,1626.64
Melisa Wallsworth,19309,1584.72
Devora Samsworth,15194,1255.52
Faythe Pell,13989,1159.12
Carolynn Illingsworth,15751,1300.08
Lura Bortoloni,16396,1351.68
Robin Wenn,15076,1246.08
Nathalie Waterstone,13305,1104.4
Clarine Whiffen,11327,946.16
Manon Meade,19498,1599.84
Sebastiano Kadar,14342,1187.36
Ora Loach,12834,1066.72
Hubert Duffett,15633,1290.64
Emmey Bidewell,19149,1571.92
Anne McAndrew,18352,1508.16
Chelsae Woolmore,11506,960.48
Fanechka Dickey,19160,1572.8
Kissiah Gelderd,10896,911.68
Alexine Verbeek,14730,1218.4
Vicki Rolfo,10798,903.84
Ermin Probets,17010,1400.8
Dian Killford,16089,1327.12
Kalindi Willett,15918,1313.44
Ainslie Moorwood,14536,1202.88
Montague Gaudon,16712,1376.96
Paulette Lawton,16155,1332.4
Merwyn Crombie,12097,1007.76
Joey Girkin,14872,1229.76
Brooke Mant,12665,1053.2
Payton Walcar,10919,913.52
Sandro Barrott,15831,1306.48
Elden Pile,16056,1324.48
Barr Aishford,14516,1201.28
Lucia Lethardy,11478,958.24
Sutton Zamora,13304,1104.32
Minnaminnie Grattage,18908,1552.64
Sterne Bustin,14148,1171.84
Milly Fry,16497,1359.76
Abdel Booler,19056,1564.48
Cindy Slader,17345,1427.6
Jill Hadland,15841,1307.28
Miof mela Tatters,15109,1248.72
Kaylyn Willicott,13588,1127.04
Madelin Skiggs,11898,991.84
Matthias Hardiman,14853,1228.24
Doroteya Domnick,19086,1566.88
Mel Glasser,16529,1362.32
Joaquin Eskriett,19959,1636.72
Moyra Giovannardi,16615,1369.2
Vere Else,17368,1429.44
Cesya Odlin,12193,1015.44
Elinore Leipnik,11924,993.92
Ferd Katzmann,19865,1629.2
Shane Benion,15422,1273.76
Pauly Fevers,16832,1386.56
Kit Scrigmour,10306,864.48
Alvinia Elie,11331,946.48
Viviana Wooff,19529,1602.32
Auroora Loudwell,15191,1255.28
Henrie Jantzen,17630,1450.4
Nessa Matyushenko,12880,1070.4
Shelley Hellin,10719,897.52
Kevyn Paradis,19762,1620.96
Giselle Schwerin,14788,1223.04
Keelia Fleg,16455,1356.4
Bonnibelle Fulep,17534,1442.72
Neysa Rominov,17265,1421.2
Averill Josling,19267,1581.36
Bud Pett,10360,868.8
Jerrilyn Franiak,12247,1019.76
Gilberte Stetson,15639,1291.12
Alley Crichley,19538,1603.04
Sibylle Inwood,14311,1184.88
Gayler Leates,11239,939.12
Jerrold Ghelardi,18544,1523.52
Deane Aleksashin,10805,904.4
Alic Haselden,16947,1395.76
Roz Stiles,10537,882.96
Valery Crankshaw,10551,884.08
Odo Gallemore,16891,1391.28
Nicolis Simmonds,13732,1138.56
Rudolf Boylin,11606,968.48
Broddy Radborne,15697,1295.76
Bryon Boarleyson,19119,1569.52
Mary Hardy-Piggin,12613,1049.04
Pincas Eadmeads,12715,1057.2
Giulio Southcott,17300,1424
Olympe Wegenen,14083,1166.64
Tara Derrington,16461,1356.88
Ritchie Hourihan,11891,991.28
Ian Lankford,14659,1212.72
Bat Ruskin,14191,1175.28
Janeen MacChaell,10071,845.68
Pen Miskin,11949,995.92
Deborah Bockings,14771,1221.68
Payton Disman,18828,1546.24
Christyna Croote,11073,925.84
Geri Brockington,10722,897.76
Inglebert Turbayne,19770,1621.6
